wals code	name	value	description	latitude	longitude	genus	family	area
geo	Georgian	4	No perfect	42.0	44.0	Kartvelian	Kartvelian	Verbal Categories
ger	German	1	From possessive	52.0	10.0	Germanic	Indo-European	Verbal Categories
goo	Gooniyandi	4	No perfect	-18.3333333333	126.333333333	Bunuban	Bunuban	Verbal Categories
grb	Grebo	3	Other perfect	5.0	-8.0	Kru	Niger-Congo	Verbal Categories
grk	Greek (Modern)	1	From possessive	39.0	22.0	Greek	Indo-European	Verbal Categories
grw	Greenlandic (West)	4	No perfect	64.0	-51.0	Eskimo	Eskimo-Aleut	Verbal Categories
gua	Guaraní	4	No perfect	-26.0	-56.0	Maweti-Guarani	Tupian	Verbal Categories
gug	Gugada	4	No perfect	-30.0	134.0	Western Pama-Nyungan	Pama-Nyungan	Verbal Categories
hal	Halia	4	No perfect	-5.25	154.666666667	Oceanic	Austronesian	Verbal Categories
hau	Hausa	4	No perfect	12.0	7.0	West Chadic	Afro-Asiatic	Verbal Categories
haw	Hawaiian	4	No perfect	19.5833333333	-155.5	Oceanic	Austronesian	Verbal Categories
hwc	Hawaiian Creole	4	No perfect	21.5	-158.0	Creoles and Pidgins	other	Verbal Categories
heb	Hebrew (Modern)	4	No perfect	31.5	34.8333333333	Semitic	Afro-Asiatic	Verbal Categories
hin	Hindi	3	Other perfect	25.0	77.0	Indic	Indo-European	Verbal Categories
hix	Hixkaryana	4	No perfect	-1.0	-59.0	Cariban	Cariban	Verbal Categories
hmo	Hmong Njua	4	No perfect	28.0	105.0	Hmongic	Hmong-Mien	Verbal Categories
hun	Hungarian	4	No perfect	47.0	20.0	Ugric	Uralic	Verbal Categories
ice	Icelandic	1	From possessive	65.0	-17.0	Germanic	Indo-European	Verbal Categories
imo	Imonda	3	Other perfect	-3.33333333333	141.166666667	Border	Border	Verbal Categories
ind	Indonesian	2	From 'finish', 'already'	0.0	106.0	Malayo-Sumbawan	Austronesian	Verbal Categories
ins	Inuktitut (Salluit)	2	From 'finish', 'already'	62.0	-76.0	Eskimo	Eskimo-Aleut	Verbal Categories
ise	Isekiri	2	From 'finish', 'already'	5.66666666667	5.5	Defoid	Niger-Congo	Verbal Categories
jak	Jakaltek	4	No perfect	15.6666666667	-91.6666666667	Mayan	Mayan	Verbal Categories
jpn	Japanese	4	No perfect	37.0	140.0	Japanese	Japanese	Verbal Categories
jav	Javanese	2	From 'finish', 'already'	-7.0	111.0	Javanese	Austronesian	Verbal Categories
jiv	Jivaro	3	Other perfect	-2.5	-78.0	Jivaroan	Jivaroan	Verbal Categories
juh	Ju|'hoan	4	No perfect	-19.0	21.0	Ju-Kung	Kxa	Verbal Categories
knk	Kanakuru	4	No perfect	10.0	12.0	West Chadic	Afro-Asiatic	Verbal Categories
knd	Kannada	3	Other perfect	14.0	76.0	Dravidian	Dravidian	Verbal Categories
knr	Kanuri	3	Other perfect	12.0	13.0	Western Saharan	Saharan	Verbal Categories
krk	Karok	3	Other perfect	41.6666666667	-123.0	Karok	Hokan	Verbal Categories
kay	Kayardild	4	No perfect	-17.05	139.5	Tangkic	Tangkic	Verbal Categories
ket	Ket	4	No perfect	64.0	87.0	Yeniseian	Yeniseian	Verbal Categories
kew	Kewa	3	Other perfect	-6.5	143.833333333	Enga_Kewa-Huli	Trans-New Guinea	Verbal Categories
kha	Khalkha	3	Other perfect	47.0	105.0	Mongolic	Altaic	Verbal Categories
khm	Khmer	2	From 'finish', 'already'	12.5	105.0	Khmer	Austro-Asiatic	Verbal Categories
kmu	Khmu'	2	From 'finish', 'already'	21.0	102.0	Khmuic	Austro-Asiatic	Verbal Categories
kik	Kikuyu	3	Other perfect	-0.75	36.75	Bantu	Niger-Congo	Verbal Categories
kio	Kiowa	4	No perfect	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Verbal Categories
koa	Koasati	4	No perfect	34.8333333333	-85.1666666667	Muskogean	Muskogean	Verbal Categories
kor	Korean	4	No perfect	37.5	128.0	Korean	Korean	Verbal Categories
kse	Koyraboro Senni	4	No perfect	16.0	0.0	Songhay	Songhay	Verbal Categories
kfc	Kriol (Fitzroy Crossing)	4	No perfect	-18.1666666667	125.583333333	Creoles and Pidgins	other	Verbal Categories
kro	Krongo	3	Other perfect	10.5	30.0	Kadugli	Kadu	Verbal Categories
kui	Kui (in India)	3	Other perfect	20.0	83.5	Dravidian	Dravidian	Verbal Categories
kya	Kuku-Yalanji	4	No perfect	-16.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	Verbal Categories
kji	Kurmanji	4	No perfect	38.0	42.0	Iranian	Indo-European	Verbal Categories
kut	Kutenai	4	No perfect	49.5	-116.0	Kutenai	Kutenai	Verbal Categories
lah	Lahu	3	Other perfect	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Verbal Categories
lai	Lai	3	Other perfect	22.6666666667	93.6666666667	Kuki-Chin	Sino-Tibetan	Verbal Categories
lkt	Lakhota	4	No perfect	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Verbal Categories
lan	Lango	4	No perfect	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Verbal Categories
lao	Lao	2	From 'finish', 'already'	18.0	103.0	Kam-Tai	Tai-Kadai	Verbal Categories
lat	Latvian	3	Other perfect	57.0	24.0	Baltic	Indo-European	Verbal Categories
lav	Lavukaleve	4	No perfect	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Verbal Categories
lez	Lezgian	3	Other perfect	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Verbal Categories
lda	Luganda	3	Other perfect	0.5	32.1666666667	Bantu	Niger-Congo	Verbal Categories
luv	Luvale	3	Other perfect	-12.0	22.0	Bantu	Niger-Congo	Verbal Categories
mne	Maidu (Northeast)	3	Other perfect	40.0	-120.666666667	Maiduan	Penutian	Verbal Categories
mai	Maithili	3	Other perfect	26.0	86.0	Indic	Indo-European	Verbal Categories
mak	Makah	4	No perfect	48.3333333333	-124.666666667	Southern Wakashan	Wakashan	Verbal Categories
mal	Malagasy	4	No perfect	-20.0	47.0	Barito	Austronesian	Verbal Categories
mlt	Maltese	4	No perfect	35.9166666667	14.4166666667	Semitic	Afro-Asiatic	Verbal Categories
mnd	Mandarin	4	No perfect	34.0	110.0	Chinese	Sino-Tibetan	Verbal Categories
myi	Mangarrayi	4	No perfect	-14.6666666667	133.5	Mangarrayi	Mangarrayi-Maran	Verbal Categories
man	Mano	3	Other perfect	7.0	-9.0	Eastern Mande	Mande	Verbal Categories
mao	Maori	3	Other perfect	-40.0	176.0	Oceanic	Austronesian	Verbal Categories
map	Mapudungun	4	No perfect	-38.0	-72.0	Araucanian	Araucanian	Verbal Categories
mrg	Margi	3	Other perfect	11.0	13.0	Biu-Mandara	Afro-Asiatic	Verbal Categories
mar	Maricopa	4	No perfect	33.1666666667	-113.166666667	Yuman	Hokan	Verbal Categories
mrt	Martuthunira	4	No perfect	-20.8333333333	116.5	Western Pama-Nyungan	Pama-Nyungan	Verbal Categories
mau	Maung	4	No perfect	-11.9166666667	133.5	Iwaidjan	Iwaidjan	Verbal Categories
may	Maybrat	4	No perfect	-1.33333333333	132.5	Maybrat	Maybrat	Verbal Categories
mei	Meithei	2	From 'finish', 'already'	24.75	94.0	Manipuri	Sino-Tibetan	Verbal Categories
mxc	Mixtec (Chalcatongo)	4	No perfect	17.05	-97.5833333333	Mixtec	Oto-Manguean	Verbal Categories
mtg	Montagnais	3	Other perfect	52.0	-65.0	Algonquian	Algic	Verbal Categories
mtu	Motu	3	Other perfect	-9.33333333333	147.0	Oceanic	Austronesian	Verbal Categories
mwe	Mwera	3	Other perfect	-9.0	39.0	Bantu	Niger-Congo	Verbal Categories
nak	Nakanai	3	Other perfect	-5.58333333333	150.583333333	Oceanic	Austronesian	Verbal Categories
kho	Nama	3	Other perfect	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Verbal Categories
ntu	Nenets	4	No perfect	70.0	76.0	Samoyedic	Uralic	Verbal Categories
ngm	Ngambay	4	No perfect	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	Verbal Categories
ngi	Ngiyambaa	4	No perfect	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Verbal Categories
nbr	Ngäbere	3	Other perfect	8.66666666667	-82.0	Guaymiic	Chibchan	Verbal Categories
nca	Nicobarese (Car)	4	No perfect	9.0	93.0	Nicobarese	Austro-Asiatic	Verbal Categories
nim	Nimboran	4	No perfect	-2.5	140.166666667	Nimboran	Nimboran	Verbal Categories
niv	Nivkh	4	No perfect	53.3333333333	142.0	Nivkh	Nivkh	Verbal Categories
ood	O'odham	3	Other perfect	32.0	-112.0	Tepiman	Uto-Aztecan	Verbal Categories
ond	Oneida	4	No perfect	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Verbal Categories
ono	Ono	4	No perfect	-6.16666666667	147.583333333	Huon	Trans-New Guinea	Verbal Categories
orh	Oromo (Harar)	3	Other perfect	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
pai	Paiwan	3	Other perfect	22.5	120.833333333	Paiwan	Austronesian	Verbal Categories
plg	Palaung	3	Other perfect	22.6666666667	96.6666666667	Palaungic	Austro-Asiatic	Verbal Categories
pnn	Pangasinan	4	No perfect	15.9166666667	120.333333333	Northern Luzon	Austronesian	Verbal Categories
pan	Panjabi	3	Other perfect	31.0	74.0	Indic	Indo-European	Verbal Categories
prs	Persian	4	No perfect	32.0	54.0	Iranian	Indo-European	Verbal Categories
prh	Pirahã	4	No perfect	-7.0	-62.0	Mura	Mura	Verbal Categories
por	Portuguese	4	No perfect	39.0	-8.0	Romance	Indo-European	Verbal Categories
bng	Qaqet	3	Other perfect	-4.58333333333	152.0	Baining	Baining	Verbal Categories
qco	Quechua (Cochabamba)	4	No perfect	-17.5	-66.0	Quechuan	Quechuan	Verbal Categories
qim	Quechua (Imbabura)	4	No perfect	0.333333333333	-78.0	Quechuan	Quechuan	Verbal Categories
ram	Rama	3	Other perfect	11.75	-83.75	Rama	Chibchan	Verbal Categories
rap	Rapanui	3	Other perfect	-27.1166666667	-109.366666667	Oceanic	Austronesian	Verbal Categories
raw	Rawang	3	Other perfect	27.5	97.5	Nungish	Sino-Tibetan	Verbal Categories
ren	Rendille	4	No perfect	2.0	37.5	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
rom	Romanian	4	No perfect	46.0	25.0	Romance	Indo-European	Verbal Categories
ruk	Rukai (Tanan)	3	Other perfect	22.8333333333	120.833333333	Rukai	Austronesian	Verbal Categories
rus	Russian	4	No perfect	56.0	38.0	Slavic	Indo-European	Verbal Categories
san	Sango	4	No perfect	5.0	18.0	Ubangi	Niger-Congo	Verbal Categories
snm	Sanuma	4	No perfect	4.5	-64.6666666667	Yanomam	Yanomam	Verbal Categories
sml	Semelai	2	From 'finish', 'already'	3.0	103.0	Aslian	Austro-Asiatic	Verbal Categories
snc	Seneca	4	No perfect	42.5	-77.5	Northern Iroquoian	Iroquoian	Verbal Categories
ses	Sesotho	3	Other perfect	-28.0	27.0	Bantu	Niger-Congo	Verbal Categories
shu	Shuswap	4	No perfect	52.0	-120.0	Interior Salish	Salishan	Verbal Categories
sla	Slave	3	Other perfect	67.0	-125.0	Athapaskan	Na-Dene	Verbal Categories
som	Somali	4	No perfect	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
spa	Spanish	1	From possessive	40.0	-4.0	Romance	Indo-European	Verbal Categories
sue	Suena	4	No perfect	-7.75	147.55	Binanderean	Trans-New Guinea	Verbal Categories
sun	Sundanese	2	From 'finish', 'already'	-7.0	107.0	Malayo-Sumbawan	Austronesian	Verbal Categories
sup	Supyire	3	Other perfect	11.5	-5.58333333333	Senufo	Niger-Congo	Verbal Categories
swa	Swahili	3	Other perfect	-6.5	39.0	Bantu	Niger-Congo	Verbal Categories
swe	Swedish	1	From possessive	60.0	15.0	Germanic	Indo-European	Verbal Categories
tag	Tagalog	4	No perfect	15.0	121.0	Greater Central Philippine	Austronesian	Verbal Categories
tah	Tahitian	3	Other perfect	-17.6666666667	-149.583333333	Oceanic	Austronesian	Verbal Categories
tml	Tamil	3	Other perfect	11.0	78.5	Dravidian	Dravidian	Verbal Categories
tga	Tangga	4	No perfect	-3.46666666667	153.2	Oceanic	Austronesian	Verbal Categories
tem	Tem	3	Other perfect	8.66666666667	0.5	Grusi	Niger-Congo	Verbal Categories
tne	Temne	2	From 'finish', 'already'	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Verbal Categories
tny	Tenyer	2	From 'finish', 'already'	10.6666666667	-4.5	Senufo	Niger-Congo	Verbal Categories
tha	Thai	2	From 'finish', 'already'	16.0	101.0	Kam-Tai	Tai-Kadai	Verbal Categories
tig	Tigrinya	4	No perfect	14.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tgr	Tigré	3	Other perfect	16.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tiw	Tiwi	4	No perfect	-11.5	131.0	Tiwian	Tiwian	Verbal Categories
toj	Tojolabal	3	Other perfect	16.3333333333	-91.5	Mayan	Mayan	Verbal Categories
tpi	Tok Pisin	4	No perfect	-9.5	147.166666667	Creoles and Pidgins	other	Verbal Categories
tug	Tuareg (Ahaggar)	4	No perfect	23.0	6.0	Berber	Afro-Asiatic	Verbal Categories
tuc	Tucano	3	Other perfect	0.5	-69.1666666667	Tucanoan	Tucanoan	Verbal Categories
tuk	Tukang Besi	4	No perfect	-5.5	123.5	Celebic	Austronesian	Verbal Categories
tur	Turkish	4	No perfect	39.0	35.0	Turkic	Altaic	Verbal Categories
udm	Udmurt	3	Other perfect	57.5	52.5	Permic	Uralic	Verbal Categories
uyg	Uyghur	3	Other perfect	40.0	80.0	Turkic	Altaic	Verbal Categories
vie	Vietnamese	3	Other perfect	10.5	106.5	Vietic	Austro-Asiatic	Verbal Categories
wra	Warao	4	No perfect	9.33333333333	-61.6666666667	Warao	Warao	Verbal Categories
war	Wari'	4	No perfect	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Verbal Categories
wic	Wichita	4	No perfect	33.3333333333	-97.3333333333	Northern Caddoan	Caddoan	Verbal Categories
wch	Wichí	4	No perfect	-22.5	-62.5833333333	Matacoan	Matacoan	Verbal Categories
wly	Wolaytta	4	No perfect	6.83333333333	37.75	Ta-Ne-Omotic	Afro-Asiatic	Verbal Categories
wlf	Wolof	3	Other perfect	15.25	-16.0	Wolof	Niger-Congo	Verbal Categories
wor	Worora	4	No perfect	-15.6666666667	124.666666667	Worrorran	Worrorran	Verbal Categories
ygr	Yagaria	3	Other perfect	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Verbal Categories
yag	Yagua	4	No perfect	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Verbal Categories
yaq	Yaqui	4	No perfect	27.5	-110.25	Cahita	Uto-Aztecan	Verbal Categories
yes	Yessan-Mayo	4	No perfect	-4.16666666667	142.583333333	Tama Sepik	Sepik	Verbal Categories
yor	Yoruba	2	From 'finish', 'already'	8.0	4.33333333333	Defoid	Niger-Congo	Verbal Categories
yct	Yucatec	4	No perfect	20.0	-89.0	Mayan	Mayan	Verbal Categories
yko	Yukaghir (Kolyma)	4	No perfect	65.75	150.833333333	Yukaghir	Yukaghir	Verbal Categories
zqc	Zoque (Copainalá)	3	Other perfect	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Verbal Categories
zul	Zulu	3	Other perfect	-30.0	30.0	Bantu	Niger-Congo	Verbal Categories
zun	Zuni	4	No perfect	35.0833333333	-108.833333333	Zuni	Zuni	Verbal Categories
