wals code	name	value	description	latitude	longitude	genus	family	area
bul	Bulgarian	2	No inflectional future	42.5	25.0	Slavic	Indo-European	Verbal Categories
bui	Buli (in Indonesia)	1	Inflectional future exists	1.0	128.5	South Halmahera - West New Guinea	Austronesian	Verbal Categories
but	Buriat	2	No inflectional future	52.0	108.0	Mongolic	Altaic	Verbal Categories
brm	Burmese	2	No inflectional future	21.0	96.0	Burmese-Lolo	Sino-Tibetan	Verbal Categories
bur	Burushaski	1	Inflectional future exists	36.5	74.5	Burushaski	Burushaski	Verbal Categories
cnl	Canela	2	No inflectional future	-7.0	-45.0	Je Setentrional	Macro-Ge	Verbal Categories
cnt	Cantonese	2	No inflectional future	23.0	113.0	Chinese	Sino-Tibetan	Verbal Categories
ceb	Cebuano	2	No inflectional future	10.0	124.0	Greater Central Philippine	Austronesian	Verbal Categories
cha	Chamorro	2	No inflectional future	13.45	144.75	Chamorro	Austronesian	Verbal Categories
cpn	Chepang	1	Inflectional future exists	27.6666666667	84.75	Himalayish	Sino-Tibetan	Verbal Categories
cyn	Cheyenne	1	Inflectional future exists	47.0	-95.0	Algonquian	Algic	Verbal Categories
cpl	Chinantec (Palantla)	1	Inflectional future exists	18.8333333333	-96.75	Chinantecan	Oto-Manguean	Verbal Categories
chk	Chukchi	1	Inflectional future exists	67.0	-173.0	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Verbal Categories
cuu	Chuukese	2	No inflectional future	7.33333333333	151.75	Oceanic	Austronesian	Verbal Categories
cbo	Chácobo	1	Inflectional future exists	-12.1666666667	-66.75	Panoan	Pano-Tacanan	Verbal Categories
coc	Cocama	1	Inflectional future exists	-5.0	-74.5	Maweti-Guarani	Tupian	Verbal Categories
cre	Cree (Plains)	2	No inflectional future	54.0	-110.0	Algonquian	Algic	Verbal Categories
dag	Daga	1	Inflectional future exists	-10.0	149.333333333	Dagan	Trans-New Guinea	Verbal Categories
dni	Dani (Lower Grand Valley)	1	Inflectional future exists	-4.33333333333	138.833333333	Dani	Trans-New Guinea	Verbal Categories
did	Didinga	2	No inflectional future	4.5	33.5	South Surmic	Eastern Sudanic	Verbal Categories
dio	Diola-Fogny	1	Inflectional future exists	13.0	-16.25	Jola	Niger-Congo	Verbal Categories
egn	Engenni	1	Inflectional future exists	5.16666666667	6.38333333333	Edoid	Niger-Congo	Verbal Categories
eng	English	2	No inflectional future	52.0	0.0	Germanic	Indo-European	Verbal Categories
eve	Evenki	1	Inflectional future exists	56.0	125.0	Tungusic	Altaic	Verbal Categories
ewe	Ewe	1	Inflectional future exists	6.33333333333	0.416666666667	Gbe	Niger-Congo	Verbal Categories
fij	Fijian	2	No inflectional future	-17.8333333333	178.0	Oceanic	Austronesian	Verbal Categories
fin	Finnish	2	No inflectional future	62.0	25.0	Finnic	Uralic	Verbal Categories
fre	French	1	Inflectional future exists	48.0	2.0	Romance	Indo-European	Verbal Categories
grf	Garífuna	1	Inflectional future exists	15.6666666667	-88.0	Antillean Arawakan	Arawakan	Verbal Categories
geo	Georgian	1	Inflectional future exists	42.0	44.0	Kartvelian	Kartvelian	Verbal Categories
ger	German	2	No inflectional future	52.0	10.0	Germanic	Indo-European	Verbal Categories
goo	Gooniyandi	1	Inflectional future exists	-18.3333333333	126.333333333	Bunuban	Bunuban	Verbal Categories
grb	Grebo	1	Inflectional future exists	5.0	-8.0	Kru	Niger-Congo	Verbal Categories
grk	Greek (Modern)	2	No inflectional future	39.0	22.0	Greek	Indo-European	Verbal Categories
grw	Greenlandic (West)	1	Inflectional future exists	64.0	-51.0	Eskimo	Eskimo-Aleut	Verbal Categories
gua	Guaraní	1	Inflectional future exists	-26.0	-56.0	Maweti-Guarani	Tupian	Verbal Categories
gug	Gugada	1	Inflectional future exists	-30.0	134.0	Western Pama-Nyungan	Pama-Nyungan	Verbal Categories
hal	Halia	1	Inflectional future exists	-5.25	154.666666667	Oceanic	Austronesian	Verbal Categories
hau	Hausa	2	No inflectional future	12.0	7.0	West Chadic	Afro-Asiatic	Verbal Categories
haw	Hawaiian	2	No inflectional future	19.5833333333	-155.5	Oceanic	Austronesian	Verbal Categories
hwc	Hawaiian Creole	2	No inflectional future	21.5	-158.0	Creoles and Pidgins	other	Verbal Categories
heb	Hebrew (Modern)	1	Inflectional future exists	31.5	34.8333333333	Semitic	Afro-Asiatic	Verbal Categories
hin	Hindi	1	Inflectional future exists	25.0	77.0	Indic	Indo-European	Verbal Categories
hix	Hixkaryana	2	No inflectional future	-1.0	-59.0	Cariban	Cariban	Verbal Categories
hmo	Hmong Njua	2	No inflectional future	28.0	105.0	Hmongic	Hmong-Mien	Verbal Categories
hun	Hungarian	2	No inflectional future	47.0	20.0	Ugric	Uralic	Verbal Categories
ice	Icelandic	2	No inflectional future	65.0	-17.0	Germanic	Indo-European	Verbal Categories
imo	Imonda	1	Inflectional future exists	-3.33333333333	141.166666667	Border	Border	Verbal Categories
ind	Indonesian	2	No inflectional future	0.0	106.0	Malayo-Sumbawan	Austronesian	Verbal Categories
ins	Inuktitut (Salluit)	1	Inflectional future exists	62.0	-76.0	Eskimo	Eskimo-Aleut	Verbal Categories
ise	Isekiri	2	No inflectional future	5.66666666667	5.5	Defoid	Niger-Congo	Verbal Categories
jak	Jakaltek	2	No inflectional future	15.6666666667	-91.6666666667	Mayan	Mayan	Verbal Categories
jpn	Japanese	2	No inflectional future	37.0	140.0	Japanese	Japanese	Verbal Categories
jav	Javanese	2	No inflectional future	-7.0	111.0	Javanese	Austronesian	Verbal Categories
jiv	Jivaro	1	Inflectional future exists	-2.5	-78.0	Jivaroan	Jivaroan	Verbal Categories
juh	Ju|'hoan	2	No inflectional future	-19.0	21.0	Ju-Kung	Kxa	Verbal Categories
knk	Kanakuru	1	Inflectional future exists	10.0	12.0	West Chadic	Afro-Asiatic	Verbal Categories
knd	Kannada	1	Inflectional future exists	14.0	76.0	Dravidian	Dravidian	Verbal Categories
knr	Kanuri	1	Inflectional future exists	12.0	13.0	Western Saharan	Saharan	Verbal Categories
krk	Karok	1	Inflectional future exists	41.6666666667	-123.0	Karok	Hokan	Verbal Categories
kay	Kayardild	1	Inflectional future exists	-17.05	139.5	Tangkic	Tangkic	Verbal Categories
ket	Ket	2	No inflectional future	64.0	87.0	Yeniseian	Yeniseian	Verbal Categories
kew	Kewa	1	Inflectional future exists	-6.5	143.833333333	Enga_Kewa-Huli	Trans-New Guinea	Verbal Categories
kha	Khalkha	2	No inflectional future	47.0	105.0	Mongolic	Altaic	Verbal Categories
khm	Khmer	2	No inflectional future	12.5	105.0	Khmer	Austro-Asiatic	Verbal Categories
kmu	Khmu'	2	No inflectional future	21.0	102.0	Khmuic	Austro-Asiatic	Verbal Categories
kik	Kikuyu	2	No inflectional future	-0.75	36.75	Bantu	Niger-Congo	Verbal Categories
kio	Kiowa	1	Inflectional future exists	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Verbal Categories
koa	Koasati	1	Inflectional future exists	34.8333333333	-85.1666666667	Muskogean	Muskogean	Verbal Categories
kor	Korean	2	No inflectional future	37.5	128.0	Korean	Korean	Verbal Categories
kse	Koyraboro Senni	2	No inflectional future	16.0	0.0	Songhay	Songhay	Verbal Categories
kfc	Kriol (Fitzroy Crossing)	2	No inflectional future	-18.1666666667	125.583333333	Creoles and Pidgins	other	Verbal Categories
kro	Krongo	2	No inflectional future	10.5	30.0	Kadugli	Kadu	Verbal Categories
kui	Kui (in India)	1	Inflectional future exists	20.0	83.5	Dravidian	Dravidian	Verbal Categories
kya	Kuku-Yalanji	2	No inflectional future	-16.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	Verbal Categories
kji	Kurmanji	1	Inflectional future exists	38.0	42.0	Iranian	Indo-European	Verbal Categories
kut	Kutenai	1	Inflectional future exists	49.5	-116.0	Kutenai	Kutenai	Verbal Categories
lah	Lahu	2	No inflectional future	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Verbal Categories
lai	Lai	2	No inflectional future	22.6666666667	93.6666666667	Kuki-Chin	Sino-Tibetan	Verbal Categories
lkt	Lakhota	2	No inflectional future	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Verbal Categories
lan	Lango	2	No inflectional future	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Verbal Categories
lao	Lao	2	No inflectional future	18.0	103.0	Kam-Tai	Tai-Kadai	Verbal Categories
lat	Latvian	1	Inflectional future exists	57.0	24.0	Baltic	Indo-European	Verbal Categories
lav	Lavukaleve	1	Inflectional future exists	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Verbal Categories
lez	Lezgian	1	Inflectional future exists	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Verbal Categories
lda	Luganda	1	Inflectional future exists	0.5	32.1666666667	Bantu	Niger-Congo	Verbal Categories
luv	Luvale	1	Inflectional future exists	-12.0	22.0	Bantu	Niger-Congo	Verbal Categories
mne	Maidu (Northeast)	1	Inflectional future exists	40.0	-120.666666667	Maiduan	Penutian	Verbal Categories
mai	Maithili	1	Inflectional future exists	26.0	86.0	Indic	Indo-European	Verbal Categories
mak	Makah	2	No inflectional future	48.3333333333	-124.666666667	Southern Wakashan	Wakashan	Verbal Categories
mal	Malagasy	2	No inflectional future	-20.0	47.0	Barito	Austronesian	Verbal Categories
mlt	Maltese	2	No inflectional future	35.9166666667	14.4166666667	Semitic	Afro-Asiatic	Verbal Categories
mnd	Mandarin	2	No inflectional future	34.0	110.0	Chinese	Sino-Tibetan	Verbal Categories
myi	Mangarrayi	2	No inflectional future	-14.6666666667	133.5	Mangarrayi	Mangarrayi-Maran	Verbal Categories
man	Mano	2	No inflectional future	7.0	-9.0	Eastern Mande	Mande	Verbal Categories
mao	Maori	2	No inflectional future	-40.0	176.0	Oceanic	Austronesian	Verbal Categories
map	Mapudungun	1	Inflectional future exists	-38.0	-72.0	Araucanian	Araucanian	Verbal Categories
mrg	Margi	1	Inflectional future exists	11.0	13.0	Biu-Mandara	Afro-Asiatic	Verbal Categories
mar	Maricopa	1	Inflectional future exists	33.1666666667	-113.166666667	Yuman	Hokan	Verbal Categories
mrt	Martuthunira	1	Inflectional future exists	-20.8333333333	116.5	Western Pama-Nyungan	Pama-Nyungan	Verbal Categories
mau	Maung	1	Inflectional future exists	-11.9166666667	133.5	Iwaidjan	Iwaidjan	Verbal Categories
may	Maybrat	2	No inflectional future	-1.33333333333	132.5	Maybrat	Maybrat	Verbal Categories
mei	Meithei	2	No inflectional future	24.75	94.0	Manipuri	Sino-Tibetan	Verbal Categories
mxc	Mixtec (Chalcatongo)	1	Inflectional future exists	17.05	-97.5833333333	Mixtec	Oto-Manguean	Verbal Categories
mtg	Montagnais	1	Inflectional future exists	52.0	-65.0	Algonquian	Algic	Verbal Categories
mtu	Motu	2	No inflectional future	-9.33333333333	147.0	Oceanic	Austronesian	Verbal Categories
mwe	Mwera	1	Inflectional future exists	-9.0	39.0	Bantu	Niger-Congo	Verbal Categories
nak	Nakanai	2	No inflectional future	-5.58333333333	150.583333333	Oceanic	Austronesian	Verbal Categories
kho	Nama	2	No inflectional future	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Verbal Categories
ntu	Nenets	1	Inflectional future exists	70.0	76.0	Samoyedic	Uralic	Verbal Categories
ngm	Ngambay	1	Inflectional future exists	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	Verbal Categories
ngi	Ngiyambaa	1	Inflectional future exists	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Verbal Categories
nbr	Ngäbere	2	No inflectional future	8.66666666667	-82.0	Guaymiic	Chibchan	Verbal Categories
nca	Nicobarese (Car)	2	No inflectional future	9.0	93.0	Nicobarese	Austro-Asiatic	Verbal Categories
nim	Nimboran	1	Inflectional future exists	-2.5	140.166666667	Nimboran	Nimboran	Verbal Categories
niv	Nivkh	1	Inflectional future exists	53.3333333333	142.0	Nivkh	Nivkh	Verbal Categories
ood	O'odham	2	No inflectional future	32.0	-112.0	Tepiman	Uto-Aztecan	Verbal Categories
ond	Oneida	1	Inflectional future exists	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Verbal Categories
ono	Ono	1	Inflectional future exists	-6.16666666667	147.583333333	Huon	Trans-New Guinea	Verbal Categories
orh	Oromo (Harar)	2	No inflectional future	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
pai	Paiwan	2	No inflectional future	22.5	120.833333333	Paiwan	Austronesian	Verbal Categories
plg	Palaung	2	No inflectional future	22.6666666667	96.6666666667	Palaungic	Austro-Asiatic	Verbal Categories
pnn	Pangasinan	1	Inflectional future exists	15.9166666667	120.333333333	Northern Luzon	Austronesian	Verbal Categories
pan	Panjabi	1	Inflectional future exists	31.0	74.0	Indic	Indo-European	Verbal Categories
prs	Persian	2	No inflectional future	32.0	54.0	Iranian	Indo-European	Verbal Categories
prh	Pirahã	2	No inflectional future	-7.0	-62.0	Mura	Mura	Verbal Categories
por	Portuguese	2	No inflectional future	39.0	-8.0	Romance	Indo-European	Verbal Categories
bng	Qaqet	1	Inflectional future exists	-4.58333333333	152.0	Baining	Baining	Verbal Categories
qco	Quechua (Cochabamba)	2	No inflectional future	-17.5	-66.0	Quechuan	Quechuan	Verbal Categories
qim	Quechua (Imbabura)	1	Inflectional future exists	0.333333333333	-78.0	Quechuan	Quechuan	Verbal Categories
ram	Rama	1	Inflectional future exists	11.75	-83.75	Rama	Chibchan	Verbal Categories
rap	Rapanui	2	No inflectional future	-27.1166666667	-109.366666667	Oceanic	Austronesian	Verbal Categories
raw	Rawang	2	No inflectional future	27.5	97.5	Nungish	Sino-Tibetan	Verbal Categories
ren	Rendille	2	No inflectional future	2.0	37.5	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
rom	Romanian	2	No inflectional future	46.0	25.0	Romance	Indo-European	Verbal Categories
ruk	Rukai (Tanan)	1	Inflectional future exists	22.8333333333	120.833333333	Rukai	Austronesian	Verbal Categories
rus	Russian	2	No inflectional future	56.0	38.0	Slavic	Indo-European	Verbal Categories
san	Sango	2	No inflectional future	5.0	18.0	Ubangi	Niger-Congo	Verbal Categories
snm	Sanuma	2	No inflectional future	4.5	-64.6666666667	Yanomam	Yanomam	Verbal Categories
sml	Semelai	2	No inflectional future	3.0	103.0	Aslian	Austro-Asiatic	Verbal Categories
snc	Seneca	1	Inflectional future exists	42.5	-77.5	Northern Iroquoian	Iroquoian	Verbal Categories
ses	Sesotho	2	No inflectional future	-28.0	27.0	Bantu	Niger-Congo	Verbal Categories
shu	Shuswap	2	No inflectional future	52.0	-120.0	Interior Salish	Salishan	Verbal Categories
sla	Slave	1	Inflectional future exists	67.0	-125.0	Athapaskan	Na-Dene	Verbal Categories
som	Somali	1	Inflectional future exists	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
spa	Spanish	1	Inflectional future exists	40.0	-4.0	Romance	Indo-European	Verbal Categories
sue	Suena	1	Inflectional future exists	-7.75	147.55	Binanderean	Trans-New Guinea	Verbal Categories
sun	Sundanese	2	No inflectional future	-7.0	107.0	Malayo-Sumbawan	Austronesian	Verbal Categories
sup	Supyire	2	No inflectional future	11.5	-5.58333333333	Senufo	Niger-Congo	Verbal Categories
swa	Swahili	1	Inflectional future exists	-6.5	39.0	Bantu	Niger-Congo	Verbal Categories
swe	Swedish	2	No inflectional future	60.0	15.0	Germanic	Indo-European	Verbal Categories
tag	Tagalog	1	Inflectional future exists	15.0	121.0	Greater Central Philippine	Austronesian	Verbal Categories
tah	Tahitian	2	No inflectional future	-17.6666666667	-149.583333333	Oceanic	Austronesian	Verbal Categories
tml	Tamil	1	Inflectional future exists	11.0	78.5	Dravidian	Dravidian	Verbal Categories
tga	Tangga	2	No inflectional future	-3.46666666667	153.2	Oceanic	Austronesian	Verbal Categories
tem	Tem	1	Inflectional future exists	8.66666666667	0.5	Grusi	Niger-Congo	Verbal Categories
tne	Temne	1	Inflectional future exists	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Verbal Categories
tny	Tenyer	2	No inflectional future	10.6666666667	-4.5	Senufo	Niger-Congo	Verbal Categories
tha	Thai	2	No inflectional future	16.0	101.0	Kam-Tai	Tai-Kadai	Verbal Categories
tig	Tigrinya	1	Inflectional future exists	14.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tgr	Tigré	2	No inflectional future	16.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tiw	Tiwi	1	Inflectional future exists	-11.5	131.0	Tiwian	Tiwian	Verbal Categories
toj	Tojolabal	2	No inflectional future	16.3333333333	-91.5	Mayan	Mayan	Verbal Categories
tpi	Tok Pisin	2	No inflectional future	-9.5	147.166666667	Creoles and Pidgins	other	Verbal Categories
tug	Tuareg (Ahaggar)	1	Inflectional future exists	23.0	6.0	Berber	Afro-Asiatic	Verbal Categories
tuc	Tucano	1	Inflectional future exists	0.5	-69.1666666667	Tucanoan	Tucanoan	Verbal Categories
tuk	Tukang Besi	1	Inflectional future exists	-5.5	123.5	Celebic	Austronesian	Verbal Categories
tur	Turkish	1	Inflectional future exists	39.0	35.0	Turkic	Altaic	Verbal Categories
udm	Udmurt	1	Inflectional future exists	57.5	52.5	Permic	Uralic	Verbal Categories
uyg	Uyghur	2	No inflectional future	40.0	80.0	Turkic	Altaic	Verbal Categories
vie	Vietnamese	2	No inflectional future	10.5	106.5	Vietic	Austro-Asiatic	Verbal Categories
wra	Warao	2	No inflectional future	9.33333333333	-61.6666666667	Warao	Warao	Verbal Categories
war	Wari'	2	No inflectional future	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Verbal Categories
wic	Wichita	1	Inflectional future exists	33.3333333333	-97.3333333333	Northern Caddoan	Caddoan	Verbal Categories
wch	Wichí	1	Inflectional future exists	-22.5	-62.5833333333	Matacoan	Matacoan	Verbal Categories
wly	Wolaytta	1	Inflectional future exists	6.83333333333	37.75	Ta-Ne-Omotic	Afro-Asiatic	Verbal Categories
wlf	Wolof	2	No inflectional future	15.25	-16.0	Wolof	Niger-Congo	Verbal Categories
wor	Worora	2	No inflectional future	-15.6666666667	124.666666667	Worrorran	Worrorran	Verbal Categories
ygr	Yagaria	1	Inflectional future exists	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Verbal Categories
yag	Yagua	2	No inflectional future	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Verbal Categories
yaq	Yaqui	1	Inflectional future exists	27.5	-110.25	Cahita	Uto-Aztecan	Verbal Categories
yes	Yessan-Mayo	1	Inflectional future exists	-4.16666666667	142.583333333	Tama Sepik	Sepik	Verbal Categories
yor	Yoruba	2	No inflectional future	8.0	4.33333333333	Defoid	Niger-Congo	Verbal Categories
yct	Yucatec	2	No inflectional future	20.0	-89.0	Mayan	Mayan	Verbal Categories
yko	Yukaghir (Kolyma)	1	Inflectional future exists	65.75	150.833333333	Yukaghir	Yukaghir	Verbal Categories
zqc	Zoque (Copainalá)	2	No inflectional future	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Verbal Categories
zul	Zulu	1	Inflectional future exists	-30.0	30.0	Bantu	Niger-Congo	Verbal Categories
zun	Zuni	2	No inflectional future	35.0833333333	-108.833333333	Zuni	Zuni	Verbal Categories
